Row ID,City,Customer Age,Customer Name,Customer Segment,Discount,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Sales,Ship Date,Ship Mode,Shipping Cost,State,Unit Price,Zip Code
5519,Encinitas,41,Shirley Jackson,Corporate,0.02,1,24/06/2012,39136,High,49,0.59,Technology,Small Box,StarTAC 7760,Telephones and Communication,662.049,West,2693.514,26/06/2012,Regular Air,3.99,California,65.99,92024
6731,Rogers,41,Lindsay Williams,Corporate,0.09,1,24/06/2012,47938,Low,17,0.81,Technology,Wrap Bag,Accessory37,Telephones and Communication,-113.047,South,283.6535,01/07/2012,Regular Air,2.5,Arkansas,20.99,72756
5151,Reynoldsburg,41,Sam Zeldin,Small Business,0.06,1,25/06/2012,36705,Not Specified,17,0.72,Furniture,Jumbo Box,KI Conference Tables,Tables,54.23085,East,1032.072,25/06/2012,Delivery Truck,89.3,Ohio,70.89,43068
1695,Roseville,41,Brad Norvell,Corporate,0.05,1,25/06/2012,12228,Not Specified,30,0.59,Technology,Small Box,2160i,Telephones and Communication,1090.431,Central,5015.051,25/06/2012,Regular Air,4.2,Minnesota,200.99,55113
4576,Adrian,41,Tony Chapman,Consumer,0.07,1,25/06/2012,32582,Not Specified,27,0.61,Furniture,Large Box,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Office Furnishings,595.38,Central,2780.88,26/06/2012,Express Air,24.49,Michigan,105.34,49221
4672,Springfield,41,Guy Thornton,Corporate,0.04,1,25/06/2012,33250,Not Specified,40,0.56,Office Supplies,Small Box,Kensington 7 Outlet MasterPiece Power Center,Appliances,2998.88,Central,7381.19,27/06/2012,Regular Air,0.99,MO,177.98,65807
1694,Roseville,41,Brad Norvell,Corporate,0.04,1,25/06/2012,12228,Not Specified,1,0.78,Furniture,Jumbo Drum,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs & Chairmats,-103.63,Central,159.51,28/06/2012,Delivery Truck,30,Minnesota,130.98,55113
8056,New Castle,41,Logan Haushalter,Corporate,0.03,1,26/06/2012,57507,Critical,10,0.39,Office Supplies,Small Box,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Binders and Binder Accessories,-19.6765,Central,155.45,29/06/2012,Regular Air,8.4,Indiana,15.01,47362
2816,West Des Moines,41,Seth Vernon,Home Office,0.09,1,28/06/2012,20322,Critical,46,0.62,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,-129.53,Central,4601.02,28/06/2012,Delivery Truck,35.84,Iowa,100.98,50265
2817,West Des Moines,41,Seth Vernon,Home Office,0.1,1,28/06/2012,20322,Critical,15,0.36,Office Supplies,Small Box,Xerox 196,Paper,-72.28,Central,89.89,28/06/2012,Regular Air,7.96,Iowa,5.78,50265
2815,West Des Moines,41,Seth Vernon,Home Office,0.06,1,28/06/2012,20322,Critical,46,0.37,Office Supplies,Small Box,Avery Poly Binder Pockets,Binders and Binder Accessories,-183.356,Central,160.27,30/06/2012,Regular Air,5.47,Iowa,3.58,50265
2618,Chandler,41,Rob Williams,Home Office,0,1,28/06/2012,18919,Low,39,0.5,Office Supplies,Medium Box,Bionaire 99.97% HEPA Air Cleaner,Appliances,43.97,West,739.28,03/07/2012,Regular Air,8.17,Arizona,17.52,85224
4480,Laredo,41,Duane Huffman,Consumer,0.08,1,29/06/2012,31877,Medium,34,0.59,Furniture,Large Box,Westinghouse Clip-On Gooseneck Lamps,Office Furnishings,-211.54,Central,285.06,29/06/2012,Regular Air,10.16,Texas,8.37,78041
3522,Springville,41,Emily Grady,Home Office,0.04,1,29/06/2012,25063,Not Specified,24,0.39,Technology,Small Pack,Accessory9,Telephones and Communication,217.332,West,711.875,29/06/2012,Regular Air,3.3,Utah,35.99,84663
320,Odenton,41,Vivian Mathis,Home Office,0.05,1,29/06/2012,2211,High,22,0.67,Technology,Small Box,Keytronic 105-Key Spanish Keyboard,Computer Peripherals,-2.38,East,1651.09,30/06/2012,Regular Air,12.14,Maryland,73.98,21113
7742,Edina,41,Nathan Cano,Consumer,0.09,1,29/06/2012,55429,High,43,0.37,Office Supplies,Small Box,Xerox 214,Paper,-157.76,Central,260.59,01/07/2012,Regular Air,7.03,Minnesota,6.48,55410
321,Odenton,41,Vivian Mathis,Home Office,0,1,29/06/2012,2211,High,14,0.36,Office Supplies,Small Box,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Paper,-46.31,East,95.89,01/07/2012,Regular Air,7.15,Maryland,5.98,21113
322,Odenton,41,Vivian Mathis,Home Office,0.09,1,29/06/2012,2211,High,23,0.59,Office Supplies,Small Pack,Barrel Sharpener,Pens & Art Supplies,-71.11,East,80.38,01/07/2012,Regular Air,4.17,Maryland,3.57,21113
2794,Ocoee,41,Susan MacKendrick,Corporate,0.03,1,30/06/2012,20135,Critical,44,0.39,Office Supplies,Small Box,Avery 494,Labels,43.23,South,115.24,30/06/2012,Regular Air,0.5,Florida,2.61,34761
5140,Santa Rosa,41,Christy Brittain,Consumer,0.01,1,30/06/2012,36647,High,21,0.4,Office Supplies,Wrap Bag,"Staples Vinyl Coated Paper Clips, 800/Box",Rubber Bands,38.7,West,179.98,01/07/2012,Regular Air,2.82,California,7.89,95404
5141,Santa Rosa,41,Christy Brittain,Consumer,0.09,1,30/06/2012,36647,High,16,0.83,Office Supplies,Wrap Bag,"*Staples* vLetter Openers, 2/Pack","Scissors, Rulers and Trimmers",-21.91,West,55.44,01/07/2012,Regular Air,1.32,California,3.68,95404
5958,Westlake,41,Harold Ryan,Home Office,0.02,1,30/06/2012,42279,Not Specified,44,0.79,Technology,Small Box,Logitech Internet Navigator Keyboard,Computer Peripherals,-55.78,East,1431,01/07/2012,Express Air,6.5,Ohio,30.98,44145
2795,Orlando,41,Susan MacKendrick,Corporate,0.08,1,30/06/2012,20135,Critical,28,,Furniture,Jumbo Drum,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Tables,2428.59,South,9601.94,02/07/2012,Delivery Truck,60,Florida,349.45,32839
7790,Alexandria,41,Georgia Rosenberg,Consumer,0.07,1,30/06/2012,55746,Not Specified,29,0.59,Office Supplies,Small Box,X-Rack™ File for Hanging Folders,Storage & Organization,-36.87,South,324.75,02/07/2012,Regular Air,5.03,Virginia,11.29,22304
5142,Santa Rosa,41,Christy Brittain,Consumer,0.1,1,30/06/2012,36647,High,18,0.6,Office Supplies,Small Box,Filing/Storage Totes and Swivel Casters,Storage & Organization,-119.77,West,174.62,03/07/2012,Regular Air,9.45,California,9.71,95404
5689,North Royalton,41,Sally Hughsby,Consumer,0.05,1,30/06/2012,40224,Low,14,0.46,Furniture,Small Box,"Howard Miller 16"" Diameter Gallery Wall Clock",Office Furnishings,404.29,East,890.9,07/07/2012,Express Air,14.48,Ohio,63.94,44133
4832,Coos Bay,41,Frank Olsen,Small Business,0.04,1,30/06/2012,34374,Low,42,0.52,Technology,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Computer Peripherals,37.41,West,344.57,07/07/2012,Regular Air,1.99,Oregon,8.33,97420
6675,West Memphis,41,Marc Crier,Consumer,0.03,1,01/07/2012,47494,High,9,0.36,Office Supplies,Small Box,Xerox 1897,Paper,-28.14,South,52.59,01/07/2012,Regular Air,6.07,Arkansas,4.98,72301
5812,Peachtree City,41,Kean Takahito,Home Office,0.02,1,01/07/2012,41216,Not Specified,8,0.37,Office Supplies,Small Box,Binding Machine Supplies,Binders and Binder Accessories,49.657,South,253.26,02/07/2012,Regular Air,6.27,Georgia,29.17,30269
6674,West Memphis,41,Marc Crier,Consumer,0.04,1,01/07/2012,47494,High,42,0.55,Technology,Small Pack,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Computer Peripherals,659.6,South,1967.83,02/07/2012,Regular Air,1.99,Arkansas,45.19,72301
5813,Peachtree City,41,Kean Takahito,Home Office,0,1,01/07/2012,41216,Not Specified,45,0.74,Furniture,Jumbo Box,"Bevis Round Conference Table Top, X-Base",Tables,1117.24,South,6865.072,03/07/2012,Delivery Truck,29.21,Georgia,179.29,30269
4823,Kokomo,41,Greg Guthrie,Small Business,0.07,1,01/07/2012,34275,Low,27,0.52,Office Supplies,Wrap Bag,*Staples* Highlighting Markers,Pens & Art Supplies,26.66,Central,123.46,03/07/2012,Regular Air,0.71,Indiana,4.84,46901
2993,Clinton,41,Jack O'Briant,Small Business,0.01,1,01/07/2012,21602,Critical,6,0.62,Furniture,Jumbo Box,Bretford CR4500 Series Slim Rectangular Table,Tables,-62.29,South,2170.61,04/07/2012,Delivery Truck,40.19,Mississippi,348.21,39056
1232,Mount Vernon,41,Tony Sayre,Small Business,0.04,1,01/07/2012,8997,Low,40,0.52,Technology,Large Box,Canon PC940 Copier,Copiers and Fax,4176.253,West,17279.62,05/07/2012,Regular Air,24.49,Washington,449.99,98273
4824,Fort Collins,41,Greg Matthias,Small Business,0.04,1,01/07/2012,34275,Low,3,0.55,Technology,Jumbo Drum,Lexmark 4227 Plus Dot Matrix Printer,Office Machines,-4793.004,West,6041.01,06/07/2012,Delivery Truck,14.7,Colorado,2036.48,80525
7549,Anacortes,41,Aaron Bergman,Corporate,0.08,1,01/07/2012,54019,Low,35,0.38,Technology,Jumbo Drum,Canon S750 Color Inkjet Printer,Office Machines,1219.87,West,4233.15,08/07/2012,Delivery Truck,26.3,Washington,120.97,98221
1233,Mount Vernon,41,Tony Sayre,Small Business,0.01,1,01/07/2012,8997,Low,20,0.55,Office Supplies,Wrap Bag,Newell 312,Pens & Art Supplies,20.38,West,120.3,10/07/2012,Regular Air,1.2,Washington,5.84,98273
6497,Seminole,41,Arthur Gainer,Consumer,0.09,1,02/07/2012,46244,Medium,10,0.7,Furniture,Jumbo Drum,Novimex Fabric Task Chair,Chairs & Chairmats,-247.25,South,601.57,03/07/2012,Delivery Truck,30,Florida,60.98,33772
8103,Richland,41,Andrew Roberts,Home Office,0.02,1,02/07/2012,57827,Medium,29,0.38,Office Supplies,Small Box,Xerox 1952,Paper,-77.03,West,147.02,03/07/2012,Regular Air,5.49,Washington,4.98,99352
7059,Raytown,41,Christina Vanderzanden,Small Business,0.06,1,02/07/2012,50373,Critical,9,0.66,Office Supplies,Small Box,Fellowes Super Stor/Drawer® Files,Storage & Organization,-7.58,Central,1455.04,03/07/2012,Regular Air,19.99,MO,161.55,64133
8102,Richland,41,Andrew Roberts,Home Office,0.05,1,02/07/2012,57827,Medium,24,0.62,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,-111.4,West,2453.3,04/07/2012,Delivery Truck,35.84,Washington,100.98,99352
1595,Watertown,41,Ben Wallace,Home Office,0.04,1,02/07/2012,11527,Medium,45,0.35,Furniture,Small Pack,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Office Furnishings,2860.71,East,4629.67,04/07/2012,Regular Air,8.99,New York,99.23,13601
1054,New Bern,41,Maxwell Schwartz,Corporate,0.07,1,02/07/2012,7782,Critical,20,0.56,Office Supplies,Small Box,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Appliances,310.93,South,1205.73,04/07/2012,Express Air,4.5,North Carolina,60.97,28560
4118,Carol Stream,41,Edward Hooks,Consumer,0.1,1,02/07/2012,29287,High,50,0.39,Office Supplies,Small Box,Binder Posts,Binders and Binder Accessories,-106.398,Central,281.39,04/07/2012,Regular Air,5.01,Illinois,5.74,60188
4119,Carol Stream,41,Edward Hooks,Consumer,0.09,1,02/07/2012,29287,High,49,0.56,Technology,Jumbo Drum,Epson LQ-570e Dot Matrix Printer,Office Machines,2699.67,Central,12593.91,04/07/2012,Delivery Truck,28.06,Illinois,270.97,60188
6498,Seminole,41,Arthur Gainer,Consumer,0.05,1,02/07/2012,46244,Medium,9,0.45,Technology,Small Pack,"Maxell Pro 80 Minute CD-R, 10/Pack",Computer Peripherals,-18.68,South,157.42,04/07/2012,Regular Air,1.99,Florida,17.48,33772
6699,Sterling Heights,41,Marc Harrigan,Home Office,0,1,03/07/2012,47713,High,34,0.58,Technology,Small Box,8890,Telephones and Communication,858.582,Central,3419.1505,03/07/2012,Regular Air,5.92,Michigan,115.99,48310
5345,Panama City,41,Michael Moore,Corporate,0.1,1,03/07/2012,37987,High,5,0.64,Furniture,Jumbo Box,Bevis Round Conference Table Top & Single Column Base,Tables,-270.85,South,708.87,04/07/2012,Delivery Truck,43.75,Florida,146.34,32404
3902,Gladstone,41,Maria Bertelson,Home Office,0.09,1,03/07/2012,27840,High,8,0.65,Furniture,Jumbo Box,Bush Mission Pointe Library,Bookcases,-407.85,Central,1209.37,04/07/2012,Delivery Truck,66.27,MO,150.98,64118
5344,Panama City,41,Michael Moore,Corporate,0.1,1,03/07/2012,37987,High,26,0.38,Office Supplies,Small Box,Round Specialty Laser Printer Labels,Labels,137.47,South,299.07,04/07/2012,Regular Air,0.49,Florida,12.53,32404
6094,Ithaca,41,Liz Willingham,Corporate,0.09,1,03/07/2012,43172,Low,19,0.37,Office Supplies,Wrap Bag,Binder Clips by OIC,Rubber Bands,1.68,East,28.34,05/07/2012,Regular Air,0.7,New York,1.48,14853
4321,Edina,41,Neil Ducich,Home Office,0.03,1,03/07/2012,30785,High,7,0.37,Office Supplies,Small Box,Xerox 227,Paper,-35.04,Central,55.81,05/07/2012,Regular Air,8.73,Minnesota,6.48,55410
4322,Fridley,41,Neil Ducich,Home Office,0.07,1,03/07/2012,30785,High,38,0.43,Office Supplies,Wrap Bag,Peel-Off® China Markers,Pens & Art Supplies,149.53,Central,373.07,06/07/2012,Regular Air,1.09,Minnesota,9.93,55432
3163,Valparaiso,41,Joy Smith,Consumer,0.02,1,03/07/2012,22695,Low,44,0.39,Office Supplies,Wrap Bag,Riverleaf Stik-Withit® Designer Note Cubes®,Paper,161.13,Central,444.52,08/07/2012,Regular Air,2.06,Indiana,10.06,46383
7468,Waco,41,Edward Nazzal,Home Office,0.06,1,04/07/2012,53312,Medium,30,0.54,Office Supplies,Wrap Bag,"Eldon Spacemaker® Box, Quick-Snap Lid, Clear",Pens & Art Supplies,-173.36,Central,105.45,05/07/2012,Regular Air,7.49,Texas,3.34,76706
7834,Burleson,41,Dave Hallsten,Corporate,0.07,1,04/07/2012,56002,Low,14,0.67,Furniture,Large Box,Hon 5100 Series Wood Tables,Tables,-377.811,Central,3857.56,06/07/2012,Regular Air,69,Texas,290.98,76028
197,Roswell,41,Mitch Willingham,Corporate,0.06,1,04/07/2012,1287,High,39,0.79,Furniture,Large Box,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Office Furnishings,480.57,South,3908.65,06/07/2012,Regular Air,10.12,Georgia,105.29,30076
5057,Redding,41,Dave Poirier,Small Business,0.04,1,04/07/2012,36067,High,37,0.59,Office Supplies,Small Box,Economy Rollaway Files,Storage & Organization,1499.94,West,6176.29,06/07/2012,Express Air,19.99,California,165.2,96003
5819,Waxahachie,41,Eileen Kiefer,Consumer,0.08,1,04/07/2012,41282,Medium,39,0.39,Office Supplies,Small Box,GBC Standard Therm-A-Bind Covers,Binders and Binder Accessories,-21.896,Central,916.05,06/07/2012,Regular Air,12.98,Texas,24.92,75165
7831,Bryan,41,Dave Hallsten,Corporate,0.04,1,04/07/2012,56002,Low,21,0.35,Office Supplies,Small Box,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Envelopes,149.31,Central,514.53,06/07/2012,Regular Air,6.71,Texas,23.99,77803
7467,Waco,41,Edward Nazzal,Home Office,0.05,1,04/07/2012,53312,Medium,23,0.57,Office Supplies,Small Box,Hoover WindTunnel™ Plus Canister Vacuum,Appliances,2464.75,Central,8413.23,06/07/2012,Regular Air,19.99,Texas,363.25,76706
4595,Brooklyn Park,41,Matt Abelman,Home Office,0.03,1,04/07/2012,32706,Critical,5,0.56,Technology,Jumbo Box,Okidata ML320 Series Turbo Dot Matrix Printers,Office Machines,-663.5142,Central,2017.5,06/07/2012,Delivery Truck,12.06,Minnesota,399.98,55445
7832,Burleson,41,Dave Hallsten,Corporate,0.09,1,04/07/2012,56002,Low,14,0.36,Office Supplies,Small Box,Xerox 1908,Paper,286.7,Central,748.84,08/07/2012,Regular Air,4.86,Texas,55.98,76028
7833,Burleson,41,Dave Hallsten,Corporate,0.05,1,04/07/2012,56002,Low,9,0.66,Office Supplies,Small Box,Fellowes Super Stor/Drawer® Files,Storage & Organization,35.31,Central,1497.93,11/07/2012,Regular Air,19.99,Texas,161.55,76028
3792,Commerce City,41,Fred Harton,Home Office,0.05,1,05/07/2012,27013,Low,26,0.8,Office Supplies,Large Box,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Storage & Organization,-274.95,West,7007.19,05/07/2012,Regular Air,35,Colorado,279.48,80022
3791,Commerce City,41,Fred Harton,Home Office,0.05,1,05/07/2012,27013,Low,28,0.81,Office Supplies,Large Box,Carina Double Wide Media Storage Towers in Natural & Black,Storage & Organization,-746.44,West,2232.15,09/07/2012,Regular Air,35,Colorado,80.98,80022
536,Los Altos,41,Brad Thomas,Home Office,0.01,1,05/07/2012,3649,Low,8,0.35,Office Supplies,Small Box,GBC Instant Index™ System for Binding Systems,Binders and Binder Accessories,-15.456,West,79.42,10/07/2012,Regular Air,6.28,California,8.88,94024
537,Los Altos,41,Brad Thomas,Home Office,0.06,1,05/07/2012,3649,Low,26,0.36,Office Supplies,Small Box,Avery 514,Labels,17.14,West,75.6,14/07/2012,Regular Air,0.99,California,2.88,94024
3383,Cedar Falls,41,Justin Knight,Corporate,0.05,1,06/07/2012,24132,Low,46,0.39,Office Supplies,Small Box,"Wilson Jones Hanging View Binder, White, 1""",Binders and Binder Accessories,-101.246,Central,331.83,06/07/2012,Regular Air,6.05,Iowa,7.1,50613
8216,Owings Mills,41,Vivian Mathis,Home Office,0.03,1,06/07/2012,58727,Medium,20,0.49,Furniture,Small Box,DAX Natural Wood-Tone Poster Frame,Office Furnishings,180.64,East,525.78,07/07/2012,Regular Air,6.93,Maryland,26.48,21117
3336,Coon Rapids,41,Michael Granlund,Home Office,0.08,1,06/07/2012,23844,Not Specified,11,0.37,Office Supplies,Small Box,Avery 520,Labels,8.4,Central,33.02,07/07/2012,Regular Air,0.5,Minnesota,3.15,55433
5607,Utica,41,Anne Pryor,Consumer,0.04,1,06/07/2012,39744,Medium,41,0.58,Technology,Small Box,CF 688,Telephones and Communication,1595.673,East,5636.3075,07/07/2012,Regular Air,8.99,New York,155.99,13501
5605,Utica,41,Anne Pryor,Consumer,0.01,1,06/07/2012,39744,Medium,6,0.39,Office Supplies,Wrap Bag,Riverleaf Stik-Withit® Designer Note Cubes®,Paper,7.59,East,63.61,08/07/2012,Regular Air,2.06,New York,10.06,13501
3335,Coon Rapids,41,Michael Granlund,Home Office,0.03,1,06/07/2012,23844,Not Specified,42,0.5,Office Supplies,Medium Box,Holmes HEPA Air Purifier,Appliances,187.2,Central,937.62,08/07/2012,Regular Air,5.94,Minnesota,21.78,55433
3334,Coon Rapids,41,Michael Granlund,Home Office,0,1,06/07/2012,23844,Not Specified,40,0.56,Office Supplies,Small Box,Belkin F9M820V08 8 Outlet Surge,Appliances,627.85,Central,1861.36,08/07/2012,Regular Air,4.62,Minnesota,42.98,55433
6793,Butte,41,Ken Dana,Small Business,0.01,1,06/07/2012,48416,Not Specified,23,0.37,Office Supplies,Small Box,Xerox 1986,Paper,-15.48,West,167.66,08/07/2012,Regular Air,4.91,Montana,6.68,59750
5606,Utica,41,Anne Pryor,Consumer,0,1,06/07/2012,39744,Medium,9,0.55,Technology,Small Box,252,Telephones and Communication,-107.987,East,519.9535,08/07/2012,Regular Air,5.92,New York,65.99,13501
3382,Cedar Falls,41,Justin Knight,Corporate,0.03,1,06/07/2012,24132,Low,4,0.35,Office Supplies,Small Box,Wilson Jones DublLock® D-Ring Binders,Binders and Binder Accessories,-4.485,Central,31.01,11/07/2012,Regular Air,2.99,Iowa,6.75,50613
3384,Cedar Falls,41,Justin Knight,Corporate,0.04,1,06/07/2012,24132,Low,22,0.6,Technology,Small Box,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,-1.88,Central,446.46,11/07/2012,Regular Air,4,Iowa,20.95,50613
3385,Cedar Rapids,41,Justin Knight,Corporate,0.05,1,06/07/2012,24132,Low,31,0.37,Office Supplies,Small Box,Ibico Recycled Linen-Style Covers,Binders and Binder Accessories,339.745,Central,1252.89,13/07/2012,Regular Air,10.55,Iowa,39.06,52402
3387,Cedar Rapids,41,Justin Knight,Corporate,0.02,1,06/07/2012,24132,Low,3,0.59,Office Supplies,Small Box,"Tenex File Box, Personal Filing Tote with Lid, Black",Storage & Organization,-47.97,Central,63.84,13/07/2012,Regular Air,17.78,Iowa,15.51,52402
3386,Cedar Rapids,41,Justin Knight,Corporate,0.04,1,06/07/2012,24132,Low,12,0.38,Office Supplies,Small Box,Self-Adhesive Ring Binder Labels,Binders and Binder Accessories,-57.753,Central,47.79,15/07/2012,Regular Air,6.83,Iowa,3.52,52402
7541,Southgate,41,Cathy Armstrong,Consumer,0.02,1,07/07/2012,53894,Critical,29,0.59,Technology,Small Box,5125,Telephones and Communication,1252.476,Central,5159.3725,07/07/2012,Express Air,8.08,Michigan,200.99,48195
1739,Stow,41,Steve Nguyen,Small Business,0,1,07/07/2012,12480,Medium,8,0.78,Furniture,Jumbo Box,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Bookcases,-203.27,East,1187.01,08/07/2012,Delivery Truck,32.18,Ohio,137.48,44224
7540,Southgate,41,Cathy Armstrong,Consumer,0.04,1,07/07/2012,53894,Critical,37,0.68,Furniture,Large Box,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,-1561.716,Central,2756.17,08/07/2012,Regular Air,69,Michigan,71.37,48195
7539,Southgate,41,Cathy Armstrong,Consumer,0.03,1,07/07/2012,53894,Critical,47,0.46,Furniture,Wrap Bag,Coloredge Poster Frame,Office Furnishings,107.02,Central,691.52,08/07/2012,Regular Air,5.3,Michigan,14.2,48195
2847,Anacortes,41,Aaron Bergman,Corporate,0.01,1,07/07/2012,20513,High,13,0.54,Office Supplies,Wrap Bag,SANFORD Liquid Accent™ Tank-Style Highlighters,Pens & Art Supplies,4.56,West,42.27,08/07/2012,Express Air,0.93,Washington,2.84,98221
5764,Melrose Park,41,Susan Vittorini,Home Office,0.02,1,07/07/2012,40902,Low,25,0.39,Office Supplies,Small Box,"Wilson Jones Hanging View Binder, White, 1""",Binders and Binder Accessories,-48.875,Central,192.18,09/07/2012,Regular Air,6.05,Illinois,7.1,60160
1419,San Carlos,41,Julia Barnett,Home Office,0.03,1,07/07/2012,10305,Low,12,0.51,Furniture,Wrap Bag,"Master Caster Door Stop, Brown",Office Furnishings,20.6,West,65.89,12/07/2012,Regular Air,2.03,California,5.08,94070
5198,Lake Worth,41,Troy Blackwell,Home Office,0.04,1,07/07/2012,36932,Low,20,0.6,Office Supplies,Small Box,"File Shuttle II and Handi-File, Black",Storage & Organization,92.34,South,668.8,12/07/2012,Regular Air,5.1,Florida,33.89,33461
5265,Sanford,41,Noel Staavos,Home Office,0.02,1,08/07/2012,37447,Low,23,0.39,Office Supplies,Small Box,Fellowes Black Plastic Comb Bindings,Binders and Binder Accessories,-137.494,East,139.45,12/07/2012,Regular Air,8.49,Maine,5.81,4073
5294,Ormond Beach,41,Valerie Dominguez,Corporate,0.02,1,09/07/2012,37696,Not Specified,41,0.37,Office Supplies,Wrap Bag,EcoTones® Memo Sheets,Paper,51.29,South,173.27,09/07/2012,Regular Air,1.3,Florida,4,32174
4064,Encinitas,41,Shirley Jackson,Corporate,0.01,1,09/07/2012,28933,Critical,1,0.35,Office Supplies,Small Box,Staples Brown Kraft Recycled Clasp Envelopes,Envelopes,-7.25,West,11.16,10/07/2012,Regular Air,5.3,California,5.58,92024
4065,Encinitas,41,Shirley Jackson,Corporate,0.03,1,09/07/2012,28933,Critical,38,0.52,Office Supplies,Wrap Bag,4009® Highlighters by Sanford,Pens & Art Supplies,43,West,156.2,10/07/2012,Regular Air,0.7,California,3.98,92024
6974,Decatur,41,Ionia McGrath,Small Business,0.03,1,09/07/2012,49830,Critical,16,0.58,Office Supplies,Small Pack,"Boston School Pro Electric Pencil Sharpener, 1670",Pens & Art Supplies,26.36,South,519.65,11/07/2012,Express Air,8.99,Alabama,30.98,35601
5293,Ormond Beach,41,Valerie Dominguez,Corporate,0.04,1,09/07/2012,37696,Not Specified,5,0.36,Office Supplies,Small Box,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Binders and Binder Accessories,-20.2285,South,24.09,11/07/2012,Regular Air,5.44,Florida,3.81,32174
6975,Eden,41,Ionia McGrath,Small Business,0.01,1,09/07/2012,49830,Critical,31,0.37,Office Supplies,Small Box,GBC DocuBind 300 Electric Binding Machine,Binders and Binder Accessories,7858.08,South,16949.44,11/07/2012,Regular Air,19.99,North Carolina,525.98,27288
5722,Henderson,41,Craig Rider,Small Business,0.06,1,09/07/2012,40547,Critical,45,0.57,Technology,Medium Box,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,Telephones and Communication,1820.952,South,6944.092,11/07/2012,Express Air,13.99,Kentucky,179.99,42420
3724,Petersburg,41,Muhammed Yedwab,Consumer,0.1,1,10/07/2012,26629,High,38,0.5,Technology,Large Box,Canon PC1080F Personal Copier,Copiers and Fax,5903.086,South,21956.03,11/07/2012,Regular Air,24.49,Virginia,599.99,23805
3725,Petersburg,41,Muhammed Yedwab,Consumer,0.06,1,10/07/2012,26629,High,32,0.59,Office Supplies,Wrap Bag,Newell 318,Pens & Art Supplies,-8.16,South,89.89,12/07/2012,Regular Air,1.25,Virginia,2.78,23805
6693,Bayonne,41,David Kendrick,Home Office,0.08,1,11/07/2012,47621,Critical,16,0.46,Furniture,Wrap Bag,Coloredge Poster Frame,Office Furnishings,27.23,East,230.74,13/07/2012,Express Air,5.3,New Jersey,14.2,7002
3338,Concord,41,Nicole Brennan,Home Office,0.07,1,12/07/2012,23877,Not Specified,31,0.58,Technology,Small Box,6120,Telephones and Communication,109.836,West,1624.5965,12/07/2012,Regular Air,8.8,California,65.99,94521
2688,Layton,41,Alice McCarthy,Corporate,0.05,1,12/07/2012,19457,High,34,0.39,Office Supplies,Small Box,Avery 51,Labels,90.35,West,203.49,13/07/2012,Regular Air,0.5,Utah,6.3,84041
4725,Altoona,41,Darrin Martin,Small Business,0.07,1,12/07/2012,33635,High,4,0.84,Office Supplies,Large Box,Tennsco Commercial Shelving,Storage & Organization,-96.16,East,112.18,13/07/2012,Regular Air,35,Pennsylvania,20.34,16602
4724,Altoona,41,Darrin Martin,Small Business,0.04,1,12/07/2012,33635,High,5,0.38,Technology,Jumbo Drum,Lexmark Z55se Color Inkjet Printer,Office Machines,-173.0952,East,477.76,13/07/2012,Delivery Truck,28,Pennsylvania,90.97,16602
2869,Salinas,41,Jennifer Patt,Home Office,0.04,1,12/07/2012,20706,High,41,0.59,Furniture,Large Box,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Office Furnishings,1539.59,West,5583.27,14/07/2012,Express Air,24.49,California,136.98,93905
2662,Smyrna,41,Cynthia Arntzen,Small Business,0.09,1,12/07/2012,19232,Low,5,0.48,Office Supplies,Wrap Bag,Sanford Liquid Accent Highlighters,Pens & Art Supplies,-3.48,South,33.41,14/07/2012,Regular Air,1.5,Tennessee,6.68,37167
2689,Layton,41,Alice McCarthy,Corporate,0.09,1,12/07/2012,19457,High,33,0.58,Technology,Small Box,6185,Telephones and Communication,1406.052,West,5638.798,14/07/2012,Express Air,3,Utah,205.99,84041
